Progress,UserLanguage,Collection,LE3.199,LE3.200,LE3.201,LE5.012,LE5.013,LE5.014,LE5.015,LE5.016,LE5.017,LE5.018,LE5.019,LE5.020,LE5.021,LE5.022,LE5.023,LE5.024,LE5.025,LE5.026,LE5.027,LE5.028,LE5.029,LE5.030,LE5.031
39,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,General Collection,Agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,One gene, , , , , ,About 50% the same, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,General Collection,Strongly agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,75%,One gene, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,General Collection,Strongly disagree,Strongly disagree,Strongly disagree,All the genes in DNA, HTPR, , , ,Less 50%,Many genes, , , , , ,Entirely different, , , , , ,False,Approximately 30% of people will experience insomnia at some point in their lives
29,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
19,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,General Collection,Strongly agree,Agree,Agree,All the genes in DNA,LFWE, , , ,75%,Many genes, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
82,RU,General Collection,Agree,Neither agree nor disagree,Neither agree nor disagree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,More than 90% the same, , , , , ,False, 
60,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
100,EN,General Collection,Agree,Strongly agree,Strongly agree,All the genes in DNA, HTPR, , , ,90%,One gene, , , , , ,More than 90% the same, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,ES-ES,General Collection,Strongly agree,Strongly disagree,Neither agree nor disagree,Gene expression, GCTA, , , ,More than 99%,One gene, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,ES-ES,General Collection,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,One gene, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,ES-ES,General Collection,Disagree,Agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,ES-ES,General Collection,Strongly agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,75%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA,LFWE, , , ,Less 50%,Many genes, , , , , ,More than 90% the same, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
100,RU,General Collection,Agree,Agree, ,All the genes in DNA,LFWE, , , ,Less 50%,Many genes, , , , , ,More than 90% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,One gene, , , , , ,About 50% the same, , , , , ,False,Approximately 30% of people will experience insomnia at some point in their lives
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GHPO, , , ,Less 50%,One gene, , , , , ,Entirely different, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, HTPR, , , ,90%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Disagree,Agree,Neither agree nor disagree,All the genes in DNA, HTPR, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,False,Approximately 30% of people will experience insomnia at some point in their lives
100,RU,General Collection,Agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GHPO, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly disagree,Strongly disagree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,One gene, , , , , ,About 50% the same, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Agree,Agree,Neither agree nor disagree,All the genes in DNA, GCTA, , , ,Less 50%,One gene, , , , , ,About 50% the same, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Neither agree nor disagree, , ,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly disagree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, HTPR, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,One gene, , , , , ,About 50% the same, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
100,RU,General Collection,Agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,90%,One gene, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Neither agree nor disagree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,One gene, , , , , ,About 50% the same, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,75%,Many genes, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Agree,Agree,Agree,The entire sequence of an individual's DNA, HTPR, , , ,Less 50%,One gene, , , , , ,Entirely different, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Strongly agree,Agree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly disagree,Agree,Strongly disagree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,Entirely different, , , , , ,True,Genetic influences account for approximately 30% of the differences between people in insomnia
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,One gene, , , , , ,About 50% the same, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
100,RU,General Collection,Neither agree nor disagree,Agree,Neither agree nor disagree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Agree,Neither agree nor disagree,Neither agree nor disagree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,One gene, , , , , ,Entirely different, , , , , ,True,Genetic influences account for approximately 30% of the differences between people in insomnia
100,RU,General Collection,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,The entire sequence of an individual's DNA, GHPO, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Agree,Agree,Agree,Gene expression, HTPR, , , ,Less 50%,Many genes, , , , , ,More than 90% the same, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Neither agree nor disagree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,Less 50%,One gene, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,Entirely different, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,One gene, , , , , ,Entirely different, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
100,RU,General Collection,Agree,Agree,Neither agree nor disagree,The entire sequence of an individual's DNA, HTPR, , , ,75%,One gene, , , , , ,About 50% the same, , , , , ,False,Approximately 30% of people will experience insomnia at some point in their lives
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, HTPR, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Strongly agree,Agree,All the genes in DNA, GCTA, , , ,90%,Many genes, , , , , ,100% identical, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Disagree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,Entirely different, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Strongly agree,Strongly agree,Agree,All the genes in DNA, HTPR, , , ,90%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,More than 99%,One gene, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
6,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
12,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
100,RU,General Collection,Agree,Strongly agree,Strongly agree,All the genes in DNA, , , , ,75%,Many genes, , , , , ,100% identical, , , , , , ,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,75%,Many genes, , , , , ,More than 90% the same, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
6,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
99,RU,General Collection,Disagree,Strongly disagree, ,A sex chromosome, GHPO, , , ,90%,Many genes, , , , , ,100% identical, , , , , ,False,Approximately 30% of people will experience insomnia at some point in their lives
85,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
49,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,General Collection,Agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,One gene, , , , , ,About 50% the same, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,General Collection,Agree,Agree,Strongly agree,All the genes in DNA, GCTA, , , ,75%,One gene, , , , , ,About 50% the same, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
79,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,90%,One gene, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,General Collection,Neither agree nor disagree,Agree,Strongly disagree,All the genes in DNA, HTPR, , , ,75%,One gene, , , , , ,About 50% the same, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
62,RU,General Collection,Agree,Agree,Agree, , , , , , , , , , , , , , , , , , , , 
85,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, HTPR, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
74,RU,General Collection,Agree,Agree,Agree,A sex chromosome, GCTA, , , ,75%,Many genes, , , , , ,About 50% the same, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
70,RU,General Collection,Agree,Agree,Neither agree nor disagree, , , , , , , , , , , , , , , , , , , , 
100,RU,General Collection,Strongly disagree, ,Strongly disagree,All the genes in DNA, HTPR, , , ,Less 50%,One gene, , , , , ,About 50% the same, , , , , ,False,Approximately 30% of people will experience insomnia at some point in their lives
100,RU,General Collection,Agree,Agree,Neither agree nor disagree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
6,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
100,RU,General Collection,Strongly agree,Strongly agree,Agree,The entire sequence of an individual's DNA, HTPR, , , ,75%,Many genes, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,90%,Many genes, , , , , ,100% identical, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,More than 90% the same, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
99,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,75%,One gene, , , , , ,100% identical, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
69,RU,General Collection,Disagree,Agree,Agree,Gene expression, GCTA, , , ,75%,One gene, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
49,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,General Collection,Neither agree nor disagree,Agree,Neither agree nor disagree,All the genes in DNA, HTPR, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
60,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
85,RU,General Collection,Agree,Agree,Disagree,All the genes in DNA, HTPR, , , ,More than 99%,Many genes, , , , , ,Entirely different, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
62,RU,General Collection,Agree,Strongly agree,Agree, , , , , , , , , , , , , , , , , , , , 
100,RU,General Collection,Agree,Strongly agree,Agree,All the genes in DNA, , , , ,More than 99%,One gene, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,90%,Many genes, , , , , ,More than 90% the same, , , , , ,False,Genetic influences account for approximately 30% of the differences between people in insomnia
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GHPO, , , ,Less 50%,Many genes, , , , , ,Entirely different, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Agree,The entire sequence of an individual's DNA, GHPO, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Neither agree nor disagree,Agree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Agree,Agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Strongly agree,Strongly agree,Agree,The entire sequence of an individual's DNA, GHPO, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Agree,Agree,The entire sequence of an individual's DNA, HTPR, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
100,RU,General Collection,Strongly agree,Strongly agree,Agree,A sex chromosome, GHPO, , , ,Less 50%,One gene, , , , , ,100% identical, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,ES-ES,General Collection,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,Genetic influences account for approximately 30% of the differences between people in insomnia
100,ES-ES,General Collection,Agree,Agree,Agree,The entire sequence of an individual's DNA, HTPR, , , ,More than 99%,One gene, , , , , ,100% identical, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
33,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
85,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, HTPR, , , ,75%,Many genes, , , , , ,100% identical, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
99,RU,General Collection,Agree,Agree,Strongly agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Agree,Strongly agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
6,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
6,ES-ES,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
100,RU,General Collection,Agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
100,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
100,RU,General Collection,Agree,Strongly agree,Agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection, , , , , , , , , , , , , , , , , , , , , , , 
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,90%,One gene, , , , , ,100% identical, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Neither agree nor disagree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Disagree,Agree,Agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,False,Genetic influences account for approximately 30% of the differences between people in insomnia
100,RU,General Collection,Agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,75%,Many genes, , , , , ,100% identical, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Agree,Strongly agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,75%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Neither agree nor disagree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Agree,All the genes in DNA, GCTA, , , ,More than 99%,One gene, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,90%,One gene, , , , , ,About 50% the same, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,90%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,90%,Many genes, , , , , ,About 50% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Neither agree nor disagree,Agree,Strongly disagree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,90%,One gene, , , , , ,100% identical, , , , , ,True,Genetic influences account for approximately 30% of the differences between people in insomnia
100,RU,General Collection,Strongly agree,Neither agree nor disagree,Strongly agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,75%,Many genes, , , , , ,More than 90% the same, , , , , ,False,Genetic influences account for approximately 30% of the differences between people in insomnia
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Agree,All the genes in DNA, GCTA, , , ,75%,Many genes, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Neither agree nor disagree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,75%,Many genes, , , , , ,About 50% the same, , , , , ,True,Approximately 30% of people will experience insomnia at some point in their lives
100,RU,General Collection,Neither agree nor disagree,Agree,Agree,All the genes in DNA, GCTA, , , ,75%,Many genes, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Strongly agree,Agree,All the genes in DNA, GCTA, , , ,75%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,75%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Agree,All the genes in DNA, GCTA, , , ,90%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly disagree,Strongly disagree,Strongly disagree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Strongly agree,Agree,All the genes in DNA, GCTA, , , ,75%,Many genes, , , , , ,100% identical, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly disagree,Agree,Strongly agree,Gene expression, GCTA, , , ,More than 99%,Many genes, , , , , ,More than 90% the same, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,75%,Many genes, , , , , ,More than 90% the same, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Agree,Agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Disagree,Agree,Strongly agree,All the genes in DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,Entirely different, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Agree,Agree,All the genes in DNA, GCTA, , , ,More than 99%,One gene, , , , , ,100% identical, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly disagree,Strongly disagree,All the genes in DNA, GCTA, , , ,More than 99%,One gene, , , , , ,100% identical, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,90%,One gene, , , , , ,More than 90% the same, , , , , ,True,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Agree,Agree,Agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,False,There is an approximately 30% chance that someone will pass insomnia onto their children
100,RU,General Collection,Strongly agree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,90%,Many genes, , , , , ,100% identical, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Strongly agree,Strongly agree,Strongly agree,All the genes in DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Strongly disagree,Agree,Agree,All the genes in DNA, GCTA, , , ,Less 50%,One gene, , , , , ,100% identical, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
100,EN,General Collection,Disagree,Strongly disagree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Neither agree nor disagree,Agree,Agree,The entire sequence of an individual's DNA, GCTA, , , ,Less 50%,Many genes, , , , , ,About 50% the same, , , , , ,False,If someone has insomnia this is approximately 30% due to their genes
100,RU,General Collection,Strongly agree,Neither agree nor disagree,Strongly agree,All the genes in DNA, GHPO, , , ,More than 99%,Many genes, , , , , ,100% identical, , , , , ,True,If someone has insomnia this is approximately 30% due to their genes
